"Année","Code SINOE ISDND","Nom  ISDND","Téléphone","Fax","Date d'ouverture  ISDND","Adresse  ISDND","Adresse ISDND (suite)","Code postal ISDND","Commune  ISDND","Code commune ISDND","Libellé de la commune ISDND","Code du département ISDND","Nom de la région ISDND","Mode de gestion  ISDND","Géolocalisation  ISDND
Longitude (Mercator)","Géolocalisation  ISDND
Latitude (Mercator)","Géolocalisation  ISDND
 Indicateur qualité","Géolocalisation  ISDND
Niveau de précision","Code SINOE Exploitant","Nom Exploitant ","Code type SINOE Exploitant","Libellé type SINOE Exploitant","Adresse Exploitant","Adresse Exploitant (suite)","Code postal Exploitant","Bureau distributeur Exploitant","Téléphone Exploitant","Fax Exploitant","Capacité réglementaire ISDND","lat","lon"
2016,5893,"Isdnd Saint-laurent-des-hommes",553804274,553455499,"01/01/1975","Seneuil",,24400,"Saint-Laurent-des-Hommes","24436","Saint-Laurent-des-Hommes","24","Nouvelle-Aquitaine","Régie",28027.7,5628310,-1,"Centroïde de la commune",758,"Syndicat Mixte Departemental des Déchets de la Dordogne","04H","Syndicat mixte","la Rampinsolle",,24660,"Coulounieix-chamiers",553455890,553455499,75000,45.052744,0.214465
2016,6830,"Isdnd Saint-maximin",344245049,,"28/02/1985","Route de Gouvieux",,60740,"Saint-Maximin","60589","Saint-Maximin","60","Hauts-de-France","Gestion privée",273565,6313350,-1,"Centroïde de la commune",5917,"Suez Recyclage et Valorisation - Sita Idf","05","Entreprises et artisans","19 Rue Emile Duclaux","Cs 10001",92268,"Suresnes Cedex",140806714,140806721,200000,49.21638,2.450035
2016,6084,"Isdnd Saint-palais",248660277,248660277,"12/03/1997","Plaine de Miterrand","D20",18110,"Saint-Palais","18229","Saint-Palais","18","Centre-Val de Loire","Gestion privée",267818,5982720,-1,"Centroïde de la commune",5318,"Soccoim (setrad)","05","Entreprises et artisans","Za les Pierrelets",,45380,"Chaingy",238466565,238466580,90000,47.234145,2.421226
2016,7279,"Isdnd Saint-pierre",,,"01/07/1987","Rivière Saint Etienne",,97410,"Saint-Pierre","97416","Saint-Pierre","974","Dom-Com","Régie",6174650,-2428740,-1,"Centroïde de la commune",56350,"Syndicat Mixte de Traitement des Déchets de la Réunion Sud et Ouest","04H","Syndicat mixte","17 Chemin de Joli-fonds","Basse-terre",97410,"Saint-pierre",262712818,262712822,240000,-21.312457,55.493952
2016,6965,"Isdnd Saint-sauves-d'auvergne",473218576,473218576,"01/06/1981","les Ballusseaux",,63950,"Saint-Sauves-d'Auvergne","63397","Saint-Sauves-d'Auvergne","63","Auvergne-Rhône-Alpes","Marché de prestation de service",299543,5718120,-1,"Centroïde de la commune",659,"Smctom de la Haute-dordogne","04H","Syndicat mixte","20 Route de Clermont",,63760,"Bourg-lastic",473218846,473218951,10500,45.6196,2.727087
2016,108653,"Isdnd Sainte-bazeille",,,,"Lieu Dit les Aumonts","Bp 23",47180,"Sainte-Bazeille","47233","Sainte-Bazeille","47","Nouvelle-Aquitaine",,8978.7,5550680,0.716766,"Géolocalisation effectuée - Qualité insuffisante",42829,"Tri Garonne Environnement","05","Entreprises et artisans","Lieu Dit les Aumonts","Bp 23",47180,"Sainte-Bazeille",553848138,553848139,0,44.548472,0.079
2016,105902,"Isdnd Sainte-flaive-des-loups",,,"06/12/2011","les Boules",,85150,"Sainte-Flaive-des-Loups","85211","Sainte-Flaive-des-Loups","85","Pays de la Loire","Marché de prestation de service",-173836,5878270,0.547238,"Géolocalisation effectuée - Qualité insuffisante",23467,"Charier Déchets Valorisation","05","Entreprises et artisans","Eci Ecosite de la Croix Irtelle",,56250,"La Vraie-Croix",297672902,297675287,28000,46.640097,-1.553237
2016,77303,"Isdnd Sainte-rose",590571060,590571069,"20/08/2009","Lieu Dit l'Esperance",,97115,"Sainte-Rose","97129","Sainte-Rose","971","Dom-Com","Gestion privée",-6869640,1838720,-1,"Centroïde de la commune",31892,"Sita Espérance - Verde","05","Entreprises et artisans","40 Rue Joseph Cugnot","Zone Industrielle de Jarry",97122,"Baie Mahault",590571060,590571069,140000,16.328142,-61.71031
2016,7277,"Isdnd Sainte-suzanne",,,"01/12/1993","5 Chemin Drozin",,97441,"SAINTE-SUZANNE","97420","Sainte-Suzanne","974","Dom-Com","Gestion privée",6189590,-2385930,-1,"Centroïde de la commune",29517,"Star Sovidenge","05","Entreprises et artisans","5, rue de la Pépinière","ZAE de la Mare",97438,"SAINTE-MARIE (La Réunion)",262484880,262720914,250000,-20.921125,55.59762
2016,6486,"Isdnd Sauvigny-le-bois",386344428,386316039,"08/11/1999","Montjalin",,89200,"Sauvigny-le-Bois","89378","Sauvigny-le-Bois","89","Bourgogne-Franche-Comté","Gestion privée",441049,6025960,-1,"Centroïde de la commune",6632,"Sita Centre Est (sauvigny-le-bois 89)","05","Entreprises et artisans","Montjalin",,89200,"Sauvigny-le-bois",386344428,386316039,63420,47.520792,3.981625
2016,6209,"Isdnd Seguiniere",241637613,241637611,"01/01/1997","la Cachotière",,49280,"La Séguinière","49332","La Séguinière","49","Pays de la Loire","Gestion privée",-105964,5956330,-1,"Centroïde de la commune",5472,"Sas Cet Bouyer Leroux","05","Entreprises et artisans","Bp 5","l'Etablere",49280,"Seguiniere",241637613,241637611,50000,47.062221,-0.939764
2016,7312,"Isdnd Septemes-les-vallons",491658321,491658325,"01/01/1976","Chemin du Vallon d'Ol","Lieu Dit la Montagne",13240,"Septèmes-les-Vallons","13106","Septèmes-les-Vallons","13","PACA","Gestion privée",600434,5371070,1,"Géolocalisation manuelle",5562,"Val Sud - Onyx","05","Entreprises et artisans","Chemin du Vallon d'Ol","Lieu Dit la Montagne",13240,"SEPTEMES-LES-VALLONS",491658321,491658325,250000,43.38642,5.394295
2016,5920,"Isdnd Sommauthe",324300952,,"29/10/1979","Lieux-dits la Tuilerie et les Clairs Chênes","Route de Beaumont",8240,"Sommauthe","08424","Sommauthe","08","Grand-Est","Gestion privée",555288,6360620,-1,"Centroïde de la commune",6704,"Suez Rv Nord Est","05","Entreprises et artisans","17 Rue de Copenhague",,67300,"Schiltigheim",326846800,326846839,150000,49.504461,4.995037
2016,7032,"Isdnd Sonzay",,,"21/08/1985","le Bois du Signal",,37360,"Sonzay","37249","Sonzay","37","Centre-Val de Loire","Gestion privée",53992.4,6026080,-1,"Centroïde de la commune",5266,"Suez Rv Centre Ouest","05","Entreprises et artisans","Za de Conneuil","6, Rue Gaspard Monge",37270,"Montlouis-sur-loire",247358800,247358847,150000,47.503505,0.466439
2016,77927,"Isdnd Sorbiers",,,"01/03/2011","Sorbiers",,5150,"Sorbiers","05169","Sorbiers","05","PACA","Marché de prestation de service",620162,5520920,1,"Géolocalisation manuelle",11781,"Gros Environnement","05","Entreprises et artisans","46 Avenue du Docteur Tagnard",,38350,"LA MURE D'ISERE",476811653,476810872,7000,44.374034,5.561948
2016,6740,"Isdnd St Hilaire de Court",248514016,248514017,"28/11/2000","Route de Saint Georges sur la Prée",,18100,"Saint-Hilaire-de-Court","18214","Saint-Hilaire-de-Court","18","Centre-Val de Loire","Gestion privée",223572,5975640,-1,"Centroïde de la commune",5878,"Sodec","05","Entreprises et artisans","147 Route des 4 Vents",,18000,"Bourges",248243075,248020745,40000,47.206493,2.019448
2016,40691,"Isdnd Tallud Sainte Gemme",251004338,251502339,"01/12/2005","Site de la Chevrenière",,85390,"Tallud-Sainte-Gemme","85287","Tallud-Sainte-Gemme","85","Pays de la Loire","Marché de prestation de service",-100252,5892530,-1,"Centroïde de la commune",29508,"Seche Environnement Ouest","05","Entreprises et artisans","les Hêtres",,53811,"Change",243596000,243596061,30000,46.714262,-0.861071
2016,5733,"Isdnd Thieulloy l'Abbaye",322903660,322901059,"01/07/1983","Chemin Rural N°3","les Corbières",80640,"Thieulloy-l'Abbaye","80754","Thieulloy-l'Abbaye","80","Hauts-de-France","Régie",216803,6415170,-1,"Centroïde de la commune",4087,"Smirtom Ouest Picardie (trinoval)","04H","Syndicat mixte","Chemin Rural N°3",,80640,"Thieulloy-l'abbaye",322903660,322901059,30000,49.826403,1.940319
2016,5980,"Isdnd Treffieux",240514539,,"01/07/1995","les Brieulles - Route de Lusanger",,44170,"Treffieux","44208","Treffieux","44","Pays de la Loire","Marché de prestation de service",-170248,6042880,-1,"Centroïde de la commune",52161,"Coved Région Ouest","05","Entreprises et artisans","les Brieulles","Route de Lusanger",44170,"Treffieux",240514539,240514274,36000,47.630998,-1.545946
2016,77929,"Isdnd Valensole",492746368,492756208,"22/05/2007","Cd 6 Vallon Serraires",,4210,"Valensole","04230","Valensole","04","PACA","Gestion privée",652493,5435920,1,"Géolocalisation manuelle",38828,"Csdu 04","05","Entreprises et artisans","Cd 6 Vallon des Serraires",,4210,"Valensole",492746368,492756208,65000,43.842104,5.99271
2016,13127,"Isdnd Ventavon",492441991,492664557,"01/07/2003","Centr Stock Dech Ult Beynon",,5300,"Ventavon","05178","Ventavon","05","PACA","Gestion privée",659157,5519530,1,"Géolocalisation manuelle",2873,"Alpes Assainissement","05","Entreprises et artisans","315 Avenue de l'Aérodrome",,5130,"Tallard",492536484,492537569,100000,44.344448,5.915907
2016,106646,"Isdnd Vert-le-grand 3 (mont-mâle)",,,"01/01/2015","Ecosite le Vert le Grand","Bp 2",91810,"Vert-le-Grand","91648","Vert-le-Grand","91","Ile-de-France",,263007,6204380,-1,"Centroïde de la commune",5060,"Semardel","05","Entreprises et artisans","Ecosite le Vert le Grand","BP 2",91810,"VERT-LE-GRAND",164567500,164560911,330000,48.572081,2.357493
2016,40821,"Isdnd Vic-de-chassenay",380963621,380963581,"04/01/2008","Coved","Lieu Dit Terre au Seigneur",21140,"Vic-de-Chassenay","21676","Vic-de-Chassenay","21","Bourgogne-Franche-Comté","Gestion privée",474961,6019480,-1,"Centroïde de la commune",23504,"Ecopole Services (coved)","05F","Services","Lieu Dit Terre au Seigneur",,21140,"Vic-de-chassenay",380963621,380963581,55400,47.472687,4.265296
2016,6989,"Isdnd Villefranche-de-rouergue",565452215,,"26/10/1981","Solozard",,12200,"Villefranche-de-Rouergue","12300","Villefranche-de-Rouergue","12","Occitanie","Régie",226577,5519730,1,"Géolocalisation manuelle",7321,"Sydom Aveyron","04H","Syndicat mixte","3, Place de la Mairie",,12510,"OLEMPS",565683449,565683441,20000,44.351892,2.033987
2016,6819,"Isdnd Villeherviers",254888305,254762452,"02/04/1971","Villeherviers",,41200,"Villeherviers","41282","Villeherviers","41","Centre-Val de Loire","Gestion privée",202588,6000770,-1,"Centroïde de la commune",5266,"Suez Rv Centre Ouest","05","Entreprises et artisans","Za de Conneuil","6, Rue Gaspard Monge",37270,"Montlouis-sur-loire",247358800,247358847,50000,47.36531,1.796868
2016,5519,"Isdnd Weitbruch",388721476,,"02/06/1983","Weitbruch",,67500,"Weitbruch","67523","Weitbruch","67","Grand-Est","Régie",866018,6234220,-1,"Centroïde de la commune",966,"Smitom Haguenau- Saverne","04H","Syndicat mixte","2 Rue du Clausenhof","Bp 20364",67507,"Haguenau Cedex",388720447,388726171,25000,48.756216,7.777444
2016,7006,"Isdnd Wintzenbach",388861822,388861822,"09/11/1977","WINTZENBACH",,67470,"WINTZENBACH","67541","Wintzenbach","67","Grand-Est","Délégation de service public",902527,6263450,-1,"Centroïde de la commune",6704,"Suez Rv Nord Est","05","Entreprises et artisans","17 Rue de Copenhague",,67300,"Schiltigheim",326846800,326846839,35000,48.934691,8.102934
2016,41682,"Isdnd Zaluaga Bi",559541795,559261798,"02/01/2005","Chemin de zaia",,64310,"Saint-Pée-sur-Nivelle","64495","Saint-Pée-sur-Nivelle","64","Nouvelle-Aquitaine","Régie",-173441,5364930,-1,"Centroïde de la commune",1527,"Syndicat Mixte Bizi Garbia","04H","Syndicat mixte","Site de Zaluaga","Chemin de Zaia",64310,"Saint Pée sur Nivelle",559510969,559261798,50000,43.382445,-1.572201
2016,6897,"Isdnd d'Aboncourt",382821251,,"01/07/1977","Centre d'Enfouissement",,57920,"Aboncourt","57001","Aboncourt","57","Grand-Est","Marché de prestation de service",707326,6318000,-1,"Centroïde de la commune",5517,"Groupe Pizzorno","05","Entreprises et artisans","109 Rue Jean Aicard",,83300,"Draguignan",492522245,494505097,120000,49.260323,6.345546
2016,61249,"Isdnd d'Amailloux",,549010526,"01/01/2007","le Bois du Panier","Rd 143",79350,"Amailloux","79008","Amailloux","79","Nouvelle-Aquitaine","Gestion privée",-34874.7,5900690,1,"Géolocalisation effectuée - Qualité suffisante",4796,"Suez Rv Sud Ouest","05","Entreprises et artisans","5, Rue Edouard Branly","Zi de Saint Eloi",86000,"Poitiers",549010463,549010526,100000,46.74854,-0.276141
2016,5529,"Isdnd d'Oyonnax",474772150,,"01/01/1970","Veyziat - sur la Rochette","Route de Thoirette, Verziat",1100,"Oyonnax","01283","Oyonnax","01","Auvergne-Rhône-Alpes","Régie",626606,5823400,-1,"Centroïde de la commune",53905,"Haut-bugey Agglomération","04E","Communauté de communes","57 Rue René Nicod",,1100,"Oyonnax",474812370,474812380,17500,46.275059,5.627348
2016,65308,"Isdnd de Bordezac",466251644,,"01/01/2004","Figeyrette",,30160,"Bordezac","30045","Bordezac","30","Occitanie","Régie",454195,5514460,-1,"Centroïde de la commune",36648,"Communauté de Communes de Cèze Cévennes","04E","Communauté de communes","120 Route d'Uzès Prolongée",,30500,"Saint-ambroix",466837787,466837788,2150,44.313965,4.075701
2016,5710,"Isdnd de Brive-la-gaillarde",555860278,555741000,"01/01/1986","Lieu-Dit Perbousie","Route de lissac",19100,"Brive-la-Gaillarde","19031","Brive-la-Gaillarde","19","Nouvelle-Aquitaine","Délégation de service public",169002,5644240,-1,"Centroïde de la commune",11496,"Nci Environnement 19 - Brive (groupe Paprec)","05","Entreprises et artisans","Zi de Beauregard","Rue Gustave Courbet",19100,"Brive-la-gaillarde",555170335,555172452,39000,45.158556,1.532553
2016,5545,"Isdnd de Béziers",467368215,467308690,"01/01/1999","Saint Jean de Libron",,34501,"Béziers","34032","Béziers","34","Occitanie","Régie",359757,5365160,-1,"Centroïde de la commune",35442,"Communauté d'Agglomération Béziers Méditerranée","04G","Communauté d'agglomération","39, Boulevard de Verdun","Cs 30567",34536,"Beziers Cedex",467016868,467092329,65000,,
2016,76944,"Isdnd de Castries",467611089,,"15/09/2008","Rd 21",,34160,"Castries","34058","Castries","34","Occitanie","Délégation de service public",439338,5421430,1,"Géolocalisation effectuée - Qualité suffisante",3823,"Société Montpelliéraine de Tri et Valorisation Déchets Demeter","05","Entreprises et artisans","785 Rue Henri Becquerel",,34000,"Montpellier",467137325,467137332,83000,43.67566,3.983327
2016,5620,"Isdnd de Cessieu",474974726,,"03/04/1979","le Marais","Chemin de Mouchon",38110,"Cessieu","38064","Cessieu","38","Auvergne-Rhône-Alpes","Gestion privée",599749,5713280,-1,"Centroïde de la commune",45082,"Veolia Proprete Rhin Rhone Cessieu","05","Entreprises et artisans","Chemin de Mouchon",,38110,"Cessieu",,,65000,45.580006,5.386931
2016,6352,"Isdnd de Chagny",385910980,385912058,"13/02/1995","Route de Lessard le National","Lieu-dit sur les Bois",71150,"Chagny","71073","Chagny","71","Bourgogne-Franche-Comté","Régie",532183,5925650,-1,"Centroïde de la commune",6031,"Smet Nord Est 71","04H","Syndicat mixte","Lieu-dit « sur les Bois »","Route de Lessard-le-national",71150,"Chagny",385910980,385912058,81000,46.894295,4.781291
2016,6900,"Isdnd de Conflans-en-jarnisy",382208461,382201786,"06/01/1987","Avenue de la République",,54800,"Conflans-en-Jarnisy","54136","Conflans-en-Jarnisy","54","Grand-Est","Gestion privée",651375,6303300,-1,"Centroïde de la commune",14334,"Bairsien (ex : Lorval - Agence de Toul)","05","Entreprises et artisans","5, Rue des Drapiers",,57070,"Metz",382208461,382201786,120000,49.175415,5.858867
2016,5624,"Isdnd de Coulonges Thouarsais",549964288,549754509,"01/01/1984","la Loge",,79330,"Coulonges-Thouarsais","79102","Coulonges-Thouarsais","79","Nouvelle-Aquitaine","Régie",-36927.5,5929320,-1,"Centroïde de la commune",3958,"Smited","04H","Syndicat mixte","Zae de Montplaisir",,79220,"CHAMPDENIERS-SAINT-DENIS",549754200,549754509,40000,46.941154,-0.313599
2016,5654,"Isdnd de Debat",563678469,563305611,"23/01/1983","650 Chemin de Debat",,82370,"Reyniès","82150","Reyniès","82","Occitanie","Régie",158374,5456590,1,"Géolocalisation manuelle",56028,"Communauté de Communes du Terroir de Grisolles et Villebrumier","04E","Communauté de communes","120 Avenue Jean Jaurès",,82370,"Labastide-saint-pierre",563300331,563300332,4500,43.912895,1.423363
2016,7298,"Isdnd de Donzere",475516496,,"24/08/1987","Route de Grignan",,26290,"Donzère","26116","Donzère","26","Auvergne-Rhône-Alpes","Gestion privée",524507,5532860,-1,"Centroïde de la commune",11828,"Suez Rv Centre Est (Sita)","05","Entreprises et artisans","Route Grignan",,26290,"Donzère",475516496,475517175,150000,44.453251,4.713229
2016,106360,"Isdnd de Dzoumogné",269627693,,"16/06/2014","Isdnd Dzoumogné","Lieu Dit la Vigie",97650,"Bandraboua","97602","Bandraboua","976","Dom-Com","Délégation de service public",5022230,-1427150,0.889622,"Géolocalisation effectuée - Qualité suffisante",35156,"Star Mayotte","05","Entreprises et artisans","Site d'Hamaha - Bp 1311","Kaweni",97600,"Mamoudzou",269614369,269614367,100000,-12.717895,45.117665
2016,7301,"Isdnd de Flévy",387770185,387770223,"05/10/1975","Route de Bettelainville",,57365,"Flévy","57219","Flévy","57","Grand-Est","Gestion privée",696861,6315980,-1,"Centroïde de la commune",4774,"Suez Rv Nord Est","05","Entreprises et artisans","Route de Bettelainville",,57365,"Flévy",387770185,387770223,120000,49.240929,6.239739
2016,7137,"Isdnd de Fontaine-guérin",,,"09/05/1983","Montaye",,49250,"Fontaine-Guérin","49138","Fontaine-Guérin*","49","Pays de la Loire","Régie",-19927.9,6021550,-1,"Centroïde de la commune",1572,"Smictom de la Vallée de l'Authion","04B","SIVOM","4 Bd des Entrepreneurs","Bp 55",49250,"Beaufort-en-vallée",241797700,241797709,10000,47.470971,-0.182902
2016,5686,"Isdnd de Fresnoy-folny",235175080,232971058,"27/10/1997","Fresnoy-folny",,76660,"Fresnoy-Folny","76286","Fresnoy-Folny","76","Normandie","Gestion privée",159283,6427930,-1,"Centroïde de la commune",3009,"Ikos Environnement","05","Entreprises et artisans","Grand Marais de Blangy",,76340,"Blangy sur Bresle",235176000,235176891,75000,49.887884,1.427331
2016,108593,"Isdnd de Frontenac",,,,"4 Route du Moulin à Vent","Lieu-dit Piquepoche",33760,"Frontenac","33175","Frontenac","33","Nouvelle-Aquitaine","Gestion privée",-17615.2,5578630,0.881159,"Géolocalisation effectuée - Qualité suffisante",57009,"Les Pierres de Frontenac","05","Entreprises et artisans","4 Route du Moulin à Vent","Lieu-dit Piquepoche",33760,"Frontenac",,,0,44.726888,-0.158605
2016,5458,"Isdnd de Gaïa Cusset",470413408,470413441,"06/06/1972","Route de la Bruyere","Lieu Dit le Guegue",3300,"Cusset","03095","Cusset","03","Auvergne-Rhône-Alpes","Délégation de service public",386305,5801890,-1,"Centroïde de la commune",3678,"Suez Rv Centre Est (Sita)","05","Entreprises et artisans","Route de la Bruyère",,3300,"Cusset",470413408,470413623,95000,46.144652,3.503631
2016,5689,"Isdnd de Gizay",549426974,,"01/01/2014","Brande de la Chavignerie",,86340,"Gizay","86105","Gizay","86","Nouvelle-Aquitaine","Délégation de service public",44031.2,5851600,0.741522,"Géolocalisation effectuée - Qualité insuffisante",31530,"Setrad - Onyx","05","Entreprises et artisans","Brande de la Chavignerie",,86340,"GIZAY",549426974,,80000,46.455231,0.408335
2016,99305,"Isdnd de Glomel",,,"01/01/2008","Ty Page Coz",,22110,"Glomel","22061","Glomel","22","Bretagne","Régie",-376413,6141060,-1,"Centroïde de la commune",2571,"Communauté de Communes du Kreiz Breizh","04E","Communauté de communes","6, Rue Joseph Pennec","Cité Administrative -",22110,"Rostrenen",296291818,296293313,114000,48.237811,-3.363299
2016,5810,"Isdnd de Grospierres",475390699,,"08/11/1976","Qu la Luzerette",,7120,"Grospierres","07101","Grospierres","07","Auvergne-Rhône-Alpes","Régie",477584,5526200,-1,"Centroïde de la commune",631,"Syndicat Intercommunal de Collecte et de Traitement des Ordures Ménagères de la Basse-ardèche","04H","Syndicat mixte","la Gare Beaulieu",,7460,"Beaulieu",475390699,475899169,14000,44.376779,4.255504
2016,6199,"Isdnd de Lapouyade",557560910,557560917,"10/01/1996","Lieu Dit ""les Fontenelles""",,33620,"Lapouyade","33230","Lapouyade","33","Nouvelle-Aquitaine","Gestion privée",-30884.1,5638850,-1,"Centroïde de la commune",6003,"Soval","05","Entreprises et artisans","3 Avenue des Mondaults",,33270,"Floirac",557800168,,430000,45.092571,-0.285924
2016,6956,"Isdnd de Malleville-sur-le-bec",232427432,232575627,"15/07/1971","Malleville-sur-le-bec",,27800,"Malleville-sur-le-Bec","27380","Malleville-sur-le-Bec","27","Normandie","Régie",83737.8,6316170,-1,"Centroïde de la commune",5734,"Syndicat de Destruction des Ordures Ménagères de l'Ouest du Département de l'Eure (sdomode)","04H","Syndicat mixte","Parc d'Activités la Semaille","348 Rue de la Semaille",27300,"Bernay",232431475,232474731,25000,49.236184,0.74541
2016,6904,"Isdnd de Montois-la-montagne",387585009,387589351,"01/02/1991","Cd 181 - Carrière Saint-paul",,57860,"Montois-la-Montagne","57481","Montois-la-Montagne","57","Grand-Est","Gestion privée",671810,6313210,-1,"Centroïde de la commune",3090,"Suez Rv Nord Est","05","Entreprises et artisans","Route de Mousson",,54700,"Lesmenils",383831040,383833954,100000,49.214515,6.015231
2016,109301,"Isdnd de Moulin-sous-touvent",344752166,,"16/12/2011","Lieu Dit Château Gautier",,60350,"Moulin-sous-Touvent","60438","Moulin-sous-Touvent","60","Hauts-de-France",,341932,6352620,1,"Géolocalisation effectuée - Qualité suffisante",16631,"Gurdebeke","05","Entreprises et artisans","65, Boulevard Carnot",,60400,"Noyon",344932525,344932526,100000,49.455891,3.070316
2016,6323,"Isdnd de Mousson - Lesménils",383831040,383833954,"01/01/1967","Route de Mousson",,54700,"Lesménils","54312","Lesménils","54","Grand-Est","Gestion privée",680411,6263290,-1,"Centroïde de la commune",3090,"Suez Rv Nord Est","05","Entreprises et artisans","Route de Mousson",,54700,"Lesmenils",383831040,383833954,175000,48.926829,6.095015
2016,7074,"Isdnd de Narbonne",468413626,468411673,"30/03/1973","Lieu Dit Lambert","Rd 6009",11100,"Narbonne","11262","Narbonne","11","Occitanie","Gestion privée",334284,5334840,-1,"Centroïde de la commune",5298,"Suez Rv Méditerranée","05","Entreprises et artisans","Cs 17216","54 Rue Antoine Becquerel",11785,"Narbonne Cedex",468413626,,190000,43.184527,3.002458
2016,6311,"Isdnd de Noth",555898600,555898601,"01/04/1997","Les grandes fougères",,23300,"Noth","23143","Noth","23","Nouvelle-Aquitaine","Régie",175785,5819250,-1,"Centroïde de la commune",1048,"Evolis 23 (Siers)","04H","Syndicat mixte","les Grandes Fougères",,23300,"Noth",555898600,555898601,11000,46.224837,1.609113
2016,7303,"Isdnd de Pagny-sur-meuse",329906355,329906067,"17/11/1977","Carriere de la Vaux",,55190,"Pagny-sur-Meuse","55398","Pagny-sur-Meuse","55","Grand-Est","Gestion privée",637596,6222530,-1,"Centroïde de la commune",4901,"Suez Rv Nord Est","05","Entreprises et artisans","Chemin des Temples",,51370,"Saint-brice-courcelles",326484780,326878093,60000,48.689723,5.724227
2016,5618,"Isdnd de Penol",474538233,,"26/11/1979","113 Chemin des Carrières",,38260,"Penol","38300","Penol","38","Auvergne-Rhône-Alpes","Marché de prestation de service",576879,5682890,0.895927,"Géolocalisation effectuée - Qualité suffisante",5785,"Serpol","05","Entreprises et artisans","2 Chemin du Génie","Bp 80",69633,"VENISSIEUX CEDEX",478703355,478702720,25000,45.386559,5.179731
2016,6086,"Isdnd de Prudemanche",237381747,237381747,"14/12/1994","la Mare Franc Jeu",,28270,"Prudemanche","28308","Prudemanche","28","Centre-Val de Loire","Gestion privée",126902,6227560,-1,"Centroïde de la commune",5266,"Suez Rv Centre Ouest","05","Entreprises et artisans","Za de Conneuil","6, Rue Gaspard Monge",37270,"Montlouis-sur-loire",247358800,247358847,60000,48.711832,1.120286
2016,7290,"Isdnd de Roche-la-molière",477906165,,"29/06/1971","Sita Borde Matin","Bd Puits Charlesza Charles Chana",42230,"Roche-la-Molière","42189","Roche-la-Molière","42","Auvergne-Rhône-Alpes","Gestion privée",482588,5688950,-1,"Centroïde de la commune",5501,"Suez Rv Borde Matin ( Sita )","05","Entreprises et artisans","Zi Charles Chana",,42230,"Roche la Molière",477906165,477905863,500000,45.409339,4.32578
2016,5767,"Isdnd de Romagne-sous-montfaucon",329851162,,"20/10/1988","Route de Varennes",,55110,"Romagne-sous-Montfaucon","55438","Romagne-sous-Montfaucon","55","Grand-Est","Gestion privée",564114,6330630,-1,"Centroïde de la commune",6704,"Suez Rv Nord Est","05","Entreprises et artisans","17 Rue de Copenhague",,67300,"Schiltigheim",326846800,326846839,50000,49.330486,5.085078
2016,5783,"Isdnd de Saint-diery",473967775,473716946,"05/03/1982","le Treuil",,63320,"Saint-Diéry","63335","Saint-Diéry","63","Auvergne-Rhône-Alpes","Délégation de service public",335407,5706570,-1,"Centroïde de la commune",658,"Sictom des Couzes","04H","Syndicat mixte","le Treuil",,63320,"Saint Diery",473967775,473716946,10000,45.562708,2.990388
2016,7354,"Isdnd de Saint-fargeau",386742870,386742874,"31/12/1987","Bois des Vaunottes",,89170,"Ronchères","89325","Ronchères","89","Bourgogne-Franche-Comté","Régie",346688,6050270,-1,"Centroïde de la commune",1761,"Syndicat Mixte de la Puisaye","04H","Syndicat mixte","Bois Vaunottes",,89170,"Ronchères",386742870,386742874,15000,47.653232,3.13774
2016,7283,"Isdnd de Saint-romain-en-gal",472890574,,"24/05/1975","le Melay",,69560,"Saint-Romain-en-Gal","69235","Saint-Romain-en-Gal","69","Auvergne-Rhône-Alpes","Gestion privée",536828,5706730,-1,"Centroïde de la commune",5406,"Nicollin","05","Entreprises et artisans","12-14 Rue Charles Martin - Bp 106",,69190,"Saint Fons Cedex",472890573,478671670,80000,45.539169,4.821909
2016,5905,"Isdnd de Saint-sorlin-en-valloire",475578000,,"01/04/1979","875 Route des Sorbiers",,26210,"Saint-Sorlin-en-Valloire","26330","Saint-Sorlin-en-Valloire","26","Auvergne-Rhône-Alpes","Régie",553000,5666480,-1,"Centroïde de la commune",2732,"Syndicat Traitement des Déchets Ardèche Drôme Sytrad","04H","Syndicat mixte","7, Rue Louis Armand","Zi la Motte",26800,"Portes-les-valence",475578000,475577514,30000,45.267616,4.988265
2016,13427,"Isdnd de Saint-trivier-de-courtes",474225533,970621660,"07/07/2004","N° 2005, Route de Crocu",,1560,"Saint-Trivier-de-Courtes","01388","Saint-Trivier-de-Courtes","01","Auvergne-Rhône-Alpes","Marché de prestation de service",561284,5854890,-1,"Centroïde de la commune",5785,"Serpol","05","Entreprises et artisans","2 Chemin du Génie","Bp 80",69633,"VENISSIEUX CEDEX",478703355,478702720,4000,46.452814,5.033849
2016,5543,"Isdnd de Satolas-et-bonce",478408779,,"31/12/1971","Lieu-dit la Ruette",,38290,"Satolas-et-Bonce","38475","Satolas-et-Bonce","38","Auvergne-Rhône-Alpes","Gestion privée",570127,5729400,-1,"Centroïde de la commune",24383,"Suez Rv Centre Est (Sita)","05","Entreprises et artisans","Lieu-dit",,38290,"Satolas-et-bonce",478408779,472489182,300000,45.682294,5.11218
